11,34.1086,-117.662,1,medical,uwc-upland,dispensary,california,upland,,NA,b420wellness@gmail.com,NA,"December 16th, 2010 ",uwc upland
12,52.3763,4.90204,,medical,voyagers,dispensary,netherlands,amsterdam,"Geldersekade 2, Amsterdam",NA,airjordanseattle23@comcast.net,NA,"December 8th, 2010 ",voyagers
13,34.0037,-118.434,1,medical,420-delivery-421-421,dispensary,california,venice,,NA,the420collective@me.com,NA,"December 19th, 2010 ",420 delivery 421 421
14,34.2,-118.536,,medical,mh4u,dispensary,california,northridgechatsworth,"7122 Reseda Blvd #207, Reseda, CA, 91335",NA,medicalherbs4u@yahoo.com,818 666-8080,,mh4u
15,34.2217,-118.433,,medical,panoramaproviders,dispensary,california,san-fernando-santa-clarita,"13807 Roscoe Blvd., Panorama City, CA, 91402",NA,PanoramaProviders@yahoo.com,818-894-3300,,panoramaproviders
16,42.6898,-84.5483,,medical,the-herbal-connection-2,dispensary,michigan,lansingjackson,"4314 S. Cedar, Lansing, MI, 48910",NA,theherbalconnection@zoho.com,NA,"December 3rd, 2010 ",the herbal connection 2
17,42.4271,-83.111,,medical,michiganalternativemedicine,dispensary,michigan,detroit,"18422 Woodward Ave, Detroit, MI, 48203-1965",NA,info@michiganalternavemedicine.com,1-888-910-63,"December 3rd, 2010 ",michiganalternativemedicine
18,39.3501,-107.016,,medical,aspen-roaringfork-wellness,dispensary,colorado,aspen-colorado,"24505 Highway 82 , Basalt, Co, 81621",NA,info@aspenroaringforkwellness.com,NA,"January 30th, 2011 ",aspen roaringfork wellness
19,33.209,-117.225,1,medical,high-5-delivery,dispensary,california,oceansidecarlsbad,,NA,high5delivery@gmail.com,NA,"January 24th, 2011 ",high 5 delivery
20,37.8387,-122.293,1,medical,green-line-delivery,dispensary,california,berkeley,NA,greenlinecollective.com,info@greenlinecollective.com,NA,"January 24th, 2011 ",green line delivery
21,39.6995,-104.909,,medical,green-around-you,dispensary,colorado,glendalewa-park-west,"970 S. Oneida (suite 17), Denver, CO, 80224",NA,herbsnest@gmail.com,NA,"January 28th, 2011 ",green around you
22,32.7918,-116.966,1,medical,marico-1-green-cross-619-333-0331-delivery,dispensary,california,el-cajon,NA,www.gcdeliveries.com,GREENCROSSALTMED@GMAIL.COM,NA,"January 18th, 2011 ",marico 1 green cross 619 333 0331 delivery
23,39.7129,-105.004,,medical,buddies-wellness,dispensary,colorado,south-denver,"1270 W. Ceder Ave Unit A, Denver, Co, 80223",NA,GREENCROSSALTMED@GMAIL.COM,NA,"January 28th, 2011 ",buddies wellness
24,38.1902,-120.672,,medical,blue-mountain-collective,dispensary,california,stockton,"692 Marshall Ave Suite A, San Andreas, CA, 95249",NA,BlueMountainCollective@gmail.com,NA,"January 26th, 2011 ",blue mountain collective
25,39.7428,-105.514,,medical,mountain-medicinals-wellness-center,dispensary,colorado,eastern-slope,"1800 Colorado Blvd, #5, IDAHO SPRINGS, CO, 80452",NA,info@mountainmedicinals.com,NA,"March 29th, 2010 ",mountain medicinals wellness center
26,37.9375,-107.813,,recreational,alpine-wellness,dispensary,colorado,other-co,"300 W. Colorado Ave., Telluride, CO, 81435",NA,NA,970-728-1834,"March 29th, 2010 ",alpine wellness
27,39.6989,-104.983,,medical,theherbalcure,dispensary,colorado,denver-central,"985 S. Logan Street, Denver, CO, 80209",NA,info@theherbalcure.net,303-777-9333,"March 29th, 2010 ",theherbalcure
28,38.8346,-104.823,,medical,pure-medical-downtown,dispensary,colorado,colorado-springs,"19 N Tejon St Suite #108, Colorado Springs, CO, 80903",www.puremedicalcolorado.com,PureMedical.Service@gmail.com,719-634-7390,,pure medical downtown
29,39.7524,-104.992,,medical,cannabis-station,dispensary,colorado,denver-central,"1201 20th Street, Denver, CO, 80202",NA,cannabisstation@gmail.com,303-297-WEED,"March 16th, 2010 ",cannabis station
30,39.7692,-105.003,,medical,doc303,dispensary,colorado,denver-north,"1406 West 38th Avenue, Denver, CO, 80221",NA,doctorsordersco@gmail.com,NA,"March 16th, 2010 ",doc303
31,39.7551,-105.142,,medical,kind-pain-management,dispensary,colorado,south-denver,"2636 Youngfield Street, Lakewood, CO, 80215",NA,kpm2636@gmail.com,NA,"March 22nd, 2010 ",kind pain management
32,39.6847,-104.988,,medical,back-to-the-garden-broadway,dispensary,colorado,glendalewa-park-west,"1755 S. Broadway, Denver, CO, 80210",NA,bk2thegarden@gmail.com,NA,"March 25th, 2010 ",back to the garden broadway
33,34.2502,-118.406,,medical,progressiveoptions,dispensary,california,san-fernando-santa-clarita,"9901 San Fernando Rd #41, Los Angeles, CA, 91331",www.pogenetics.com,support@pogenetics.com,(818) 899-45,"March 25th, 2010 ",progressiveoptions
34,39.7483,-105.053,,medical,northern-lights-natural-rx,dispensary,colorado,denver-highlands,"2045 Sheridan Blvd., Edgewater, CO, 80214",www.NLNaturalRX.com,northernlightsnaturals@gmail.com,303-274-6495,"March 25th, 2010 ",northern lights natural rx
35,33.6871,-117.749,1,medical,oc-delivery-inc-irvine,dispensary,california,lake-forest,,NA,ocdeliveryinc@gmail.com,714-591-7000,"April 8th, 2010 ",oc delivery inc irvine
36,38.7984,-104.8,,medical,growlife,dispensary,colorado,colorado-springs,"1516 Dustry Dr, Colorado Springs, CO, 80905",www.growlifecolorado.com,growlife@rocketmail.com,719-635-1700,,growlife
37,38.9036,-104.775,,medical,natures-way,dispensary,colorado,colorado-springs,"5012 N. Academy Blvd, Colorado Springs, CO, 80918",NA,Natureswayco@gmail.com,719-531-MEDS,,natures way
38,38.1643,-104.643,,recreational,the-greener-side,dispensary,colorado,pueblo,"3321 S. Interstate 25, Pueblo, CO, 81004",NA,thegreenersideco@gmail.com,(719) 251-46,,the greener side
39,34.7038,-118.136,1,medical,thegreenmedics-number-1-delivery-service,dispensary,california,antelope-valley,NA,thegreenmedics.com,thegreenersideco@gmail.com,NA,"May 7th, 2010 ",thegreenmedics number 1 delivery service
40,37.966,-122.056,1,medical,town-and-country-concord,dispensary,california,east-bay,NA,tandc.org,thegreenersideco@gmail.com,NA,"April 29th, 2010 ",town and country concord
41,38.416,-105.245,,medical,rocky-mountain-cannabis,dispensary,colorado,pueblo,"465 Valley Road, Canon City, CO, 81212",NA,jeremiah@rockymountaincannabis.com,NA,"June 10th, 2010 ",rocky mountain cannabis
42,38.5288,-107.932,,medical,colo-med-center,dispensary,colorado,other-co,"4860 N. Townsend Ave., Montrose, CO, 81401",NA,thegreenersideco@gmail.com,NA,"July 8th, 2010 ",colo med center
43,34.0513,-117.858,1,medical,cmg-outreach,dispensary,california,city-of-industry,NA,www.livin-well.org,thegreenersideco@gmail.com,NA,"July 9th, 2010 ",cmg outreach
44,39.7838,-104.942,,recreational,herbs-nest-mmj-dispensary,dispensary,colorado,denver-north,"3900 E 48th Ave, Denver, CO, 80216",NA,opal3636@aol.com,303 246-7360,"July 9th, 2010 ",herbs nest mmj dispensary
45,34.2009,-118.426,,medical,vapors,dispensary,california,north-hollywood,"13432 Sherman Way, North Hollywood, CA, 91605",NA,NA,NA,"July 9th, 2010 ",vapors
46,38.8385,-104.79,,medical,doctors-orders,dispensary,colorado,colorado-springs,"2106 E. Boulder St., Colorado Springs, CO, 80909",NA,doctorsorderscolorado@gmail.com,719-634-8808,,doctors orders
47,38.525,-106.006,,medical,natures-medicine-salida,dispensary,colorado,eastern-slope,"230 West 16th Street, Salida, CO, 81201",NA,NaturesMedicineSalida@live.com,NA,"August 7th, 2010 ",natures medicine salida
48,33.9878,-118.47,,medical,greengoddess,dispensary,california,venice,"1716 MAIN ST., Venice, CA, 90291",NA,greengoddesscollective@gmail.com,310-396-7770,"August 7th, 2010 ",greengoddess
49,33.6943,-117.877,1,medical,burning-treezzz-deliveries-last-call-at-2-30am,dispensary,california,santa-ana,,NA,Burningtreezzz@gmail.com,NA,"February 23rd, 2011 ",burning treezzz deliveries last call at 2 30am
50,37.9341,-121.697,1,medical,dr-feel-good-holistic-healing-brentwood,dispensary,california,east-bay,NA,www.Drfeelgoodholistichealing.com,Dr.Feelgoodholistichealing@gmail.com,NA,"March 1st, 2011 ",dr feel good holistic healing brentwood
51,32.9795,-117.256,1,medical,1105cooperative,dispensary,california,north-san-diego,NA,www.1105coop.com,,NA,"February 27th, 2011 ",1105cooperative
52,33.1956,-117.238,,medical,connoisseurs,dispensary,california,north-county,"631 S Santa Fe Ave, Vista, Ca, 92083",www.connoisseursclub.org,mgt@connoisseursclub.org,760-518-0125,"February 27th, 2011 ",connoisseurs
53,33.8595,-117.924,1,medical,burning-treezzz-deliveries-last-call-at-2-30am-2-2,dispensary,california,north-oc,,NA,Burningtreezzz@gmail.com,NA,"February 23rd, 2011 ",burning treezzz deliveries last call at 2 30am 2 2
54,34.2022,-118.425,,medical,green-dragon-caregivers-inc,dispensary,california,north-hollywood,"7236 Varna Ave, North Hollywood, CA, 91605",www.GreenDragonCoOp.com,NA,(818) 442-00,"February 23rd, 2011 ",green dragon caregivers inc
55,52.3746,4.8972,,medical,stones-cafe-coffeeshop,dispensary,netherlands,amsterdam,"Warmoesstraat 91, 1012 HZ Amsterdam, Centrum, Noord Holland",NA,Wapples@gmail.com,NA,"October 8th, 2009 ",stones cafe coffeeshop
56,52.3783,4.89543,,medical,freeworld-coffeeshop,dispensary,netherlands,amsterdam,"Nieuwendijk 30 , Amsterdam, Noord Holland",NA,Wapples@gmail.com,NA,"October 8th, 2009 ",freeworld coffeeshop
57,52.3754,4.8974,,medical,grasshopper-2-coffeeshop,dispensary,netherlands,amsterdam,"Oudebrugsteeg 16, 1012 JP Amsterdam, Centrum, Noord Holland",NA,Wapples@gmail.com,NA,"October 8th, 2009 ",grasshopper 2 coffeeshop
58,52.3754,4.89819,,medical,hill-street-blues-coffeeshops,dispensary,netherlands,amsterdam,"Warmoesstraat 52a, 1012 JG Amsterdam, Centrum, Noord Holland",NA,Wapples@gmail.com,NA,"October 8th, 2009 ",hill street blues coffeeshops
59,52.3767,4.89355,,medical,anyday-coffeeshop,dispensary,netherlands,amsterdam,"Korte Kolksteeg 5, 1012 SK Amsterdam , Centrum, Noord Holland",NA,Wapples@gmail.com,NA,"October 7th, 2009 ",anyday coffeeshop
60,39.6522,-104.899,,medical,mile-high-wellness,dispensary,colorado,south-denver-dtc,"3525 S. Tamarac Dr Suite (110), Denver, CO, 80237",NA,milehighwellnessllc@gmail.com,NA,"September 16th, 2009 ",mile high wellness
61,34.3069,-118.47,,medical,greenlight-discount-pharmacy,dispensary,california,san-fernando-santa-clarita,"15507 Cobalt Street #4, Sylmar, CA, 91342",www.gtodblog.com,greenlightdiscountpharmacy@hotmail.com,818-256-1964,"September 16th, 2009 ",greenlight discount pharmacy
62,37.6854,-122.093,,medical,the-garden-of-eden,dispensary,california,alameda-county-haywardtri-valley,"21227 Foothill Blvd, Castro Valley, CA, 94541",NA,gardenofedencoop@gmail.com,NA,"September 11th, 2008 ",the garden of eden
63,34.1364,-118.362,,medical,woodland-hills-treatment-center,dispensary,california,sherman-oaks,"3760 Cahuenga Blvd., Studio City, CA, 91604",NA,contact@whtcla.com,818-980-8338,,woodland hills treatment center
64,37.768,-122.425,,medical,love-shack,dispensary,california,san-francisco,"502 14th Street, San Francisco, CA, 94103",NA,NA,(415) 552-51,,love shack
65,34.1002,-118.324,,medical,hollyweed,dispensary,california,hollywood,"1607 N. El Centro Ave. #24 (2nd Floor), Hollywood, CA, 90028",www.hollyweed.org,hollyweedhollywood@gmail.com,323-469-9873,,hollyweed
66,39.7527,-105.061,,medical,greenwerkz-edgewater,dispensary,colorado,denver-highlands,"5840 W 25th Ave., Edgewater, CO, 80214",www.greenwerkz.com,info@greenwerkz.com,303-647-5210,,greenwerkz edgewater
67,33.6685,-117.999,1,medical,green-blossom,dispensary,california,huntington-beach,NA,www.greenblossom.net,info@greenwerkz.com,NA,"January 29th, 2010 ",green blossom
68,37.3314,-121.906,,medical,sjpg,dispensary,california,san-jose,"824 The Alameda, San Jose, CA, 95126",NA,info@sanjosepatientsgroup.org,(408) 295-54,,sjpg
69,33.8149,-118.328,1,medical,beach-cities-marijuana-torrance,dispensary,california,south-bay,NA,www.beachcitiesmarijuana.co,info@sanjosepatientsgroup.org,NA,"January 4th, 2010 ",beach cities marijuana torrance
70,40.0143,-105.229,,medical,the-greenest-green,dispensary,colorado,boulder,"5290 Arapahoe Avenue Suite #J, Boulder, CO, 80303",www.facebook.com,info@greenestgreen.org,NA,,the greenest green
71,37.3182,-121.908,,medical,papadon-s-scvcs,dispensary,california,san-jose,"590 Lincoln Avenue, San Jose, CA, 95126",NA,orders@papadons420.com,1-855-PAPADO,,papadon s scvcs
72,39.7029,-105.025,,medical,the-clone-store,dispensary,colorado,south-denver,"755 South Federal Blvd Unit 5, Denver, CO, 80219",NA,tcsclones@gmail.com,303-993-5653,,the clone store
73,52.3796,4.87983,,medical,t-keteltje-coffeeshop,dispensary,netherlands,amsterdam,"Marnixstraat 74, 1015 VX Amsterdam, Western Main Canals and Jordaan, Noord Holland",NA,,NA,"October 5th, 2010 ",t keteltje coffeeshop
74,52.3694,4.88052,,medical,rokerij-iv-coffeeshop,dispensary,netherlands,amsterdam,"Elandsgracht 53, 1016 TN Amsterdam, Western Main Canals and Jordaan, Noord Holland",NA,info@rokerij.net,NA,"October 5th, 2010 ",rokerij iv coffeeshop
75,52.371,4.88723,,medical,magic-coffeeshop,dispensary,netherlands,amsterdam,"Herengracht 287, 1016 BL Amsterdam, Western Main Canals and Jordaan, Noord Holland",NA,Wapples@gmail.com,NA,"October 6th, 2010 ",magic coffeeshop
76,52.3707,4.88931,,medical,the-magic-mushroom-gallery-coffeeshop,dispensary,netherlands,amsterdam,"Spuistraat 249, 1012 VP Amsterdam , Centrum, Noord Holland",NA,NA,NA,"October 6th, 2010 ",the magic mushroom gallery coffeeshop
77,52.3643,4.88506,,medical,tops-coffeeshop,dispensary,netherlands,amsterdam," Prinsengracht 480, 1017 KG Amsterdam , Southern Main Canals, Noord Holland",NA,Wapples@gmail.com,+31 (0)20 -6,,tops coffeeshop
78,52.3644,4.88494,,medical,easy-times-coffeeshop,dispensary,netherlands,amsterdam,"Prinsengracht 476, 1017 KG Amsterdam, Southern Main Canals, Noord Holland",NA,Wapples@gmail.com,NA,"October 5th, 2010 ",easy times coffeeshop
79,52.3673,4.90653,,medical,overkant-hortus-coffeeshop,dispensary,netherlands,amsterdam,"Nieuwe Herengracht 71, 1011 RR Amsterdam, Eastern Main Canals and Jodenhoek, Noord Holland",NA,Wapples@gmail.com,NA,"October 5th, 2010 ",overkant hortus coffeeshop
80,37.6796,-121.765,1,medical,top-shelf-deliveries,dispensary,california,south-contra-costa,NA,topshelfdeliveries.com,NA,NA,"September 15th, 2010 ",top shelf deliveries
81,52.3807,4.89102,,medical,barney-s-farm-coffeeshop,dispensary,netherlands,amsterdam,"Haarlemmerstraat 98, 1013 EW Amsterdam , Western Main Canals and Jordaan, Noord Holland",NA,Wapples@gmail.com,NA,"October 7th, 2010 ",barney s farm coffeeshop
82,52.3795,4.89396,,medical,picasso-coffeeshop,dispensary,netherlands,amsterdam,"Haarlemmerstraat 8, 1013 ER Amsterdam, Western Main Canals and Jordaan, Noord Holland",NA,Wapples@gmail.com,NA,"October 7th, 2010 ",picasso coffeeshop
83,52.3789,4.89521,,medical,rastababy-coffeeshop,dispensary,netherlands,amsterdam,"Prins Hendrikkade 6-7, 1012 TK Amsterdam , Centrum, Noord Holland",NA,Wapples@gmail.com,NA,"October 7th, 2010 ",rastababy coffeeshop
84,52.3757,4.90297,,medical,future-coffeeshop,dispensary,netherlands,amsterdam,"Prins Hendrikkade 102, 1011 AH Amsterdam, Eastern Main Canals and Jodenhoek, Noord Holland",NA,Wapples@gmail.com,NA,"October 7th, 2010 ",future coffeeshop
85,34.0636,-118.308,,medical,precision,dispensary,california,downtown-la,"3913 W 6th St., Los Angeles, CA, 90020",NA,ktownpmc@gmail.com,213-382-7971,,precision
86,52.3666,4.89024,,medical,betty-too-coffeshop,dispensary,netherlands,amsterdam,"Reguliersdwarsstraat 29, 1017 BJ Amsterdam, Southern Main Canals, Noord Holland",NA,Wapples@gmail.com,NA,"October 6th, 2010 ",betty too coffeshop
87,52.3687,4.88575,,medical,extreme-coffeeshop,dispensary,netherlands,amsterdam,"Huidenstraat 13a, 1016 ER Amsterdam , Western Main Canals and Jordaan, Noord Holland",NA,Wapples@gmail.com,NA,"October 6th, 2010 ",extreme coffeeshop
88,52.3699,4.88213,,medical,johnny-coffeeshop,dispensary,netherlands,amsterdam,"Elandsgracht 3, 1016 TM Amsterdam, Western Main Canals and Jordaan, Noord Holland",NA,Wapples@gmail.com,NA,"October 6th, 2010 ",johnny coffeeshop
89,49.2811,-123.085,,medical,vancouver-dispensary-society-east-hastings,dispensary,colorado,british-columbia,"880 East Hastings, Vancouver, BC, V6A 1R6",www.cannabisdispensary.ca,brad@weedmaps.com,604-255-1844,,vancouver dispensary society east hastings
90,49.889,-119.391,,medical,bekind-compassion-club,dispensary,colorado,british-columbia,"288 Highway 33 West, Rutland, BC, V1X 1X7",www.okanagancompassionclub.com,brad@weedmaps.com,778-753-5959,,bekind compassion club
91,34.2598,-118.319,,medical,alternameds-sunland,dispensary,california,sun-valley,"8517 Foothill Blvd., Sunland, CA, 91040",NA,alternamedsinc420@gmail.com,818-951-4555,,alternameds sunland
92,33.3725,-117.253,1,medical,polo-pharms-compassionate-care,dispensary,california,north-county,NA,www.marijuanadeliveryfallbrook.c,,NA,"January 14th, 2011 ",polo pharms compassionate care
93,32.7987,-117.228,1,medical,soothing-solutions-sswc,dispensary,california,pacific-beach,NA,www.Soothing-Solutions.com,,NA,"January 3rd, 2011 ",soothing solutions sswc
94,39.7185,-105.017,,medical,colorado-wellness-centers,dispensary,colorado,south-denver,"2490 West 2nd Avenue, Unit A, Denver, CO, 80223",NA,coloradowellnesscenters@gmail.com,303-880-1554,,colorado wellness centers
95,34.0863,-118.069,1,medical,good-leaf-collective-clean-green-delivery,dispensary,california,city-of-industry,NA,www.goodleaf.org,,NA,"February 12th, 2011 ",good leaf collective clean green delivery
96,33.7966,-118.291,,medical,peace-of-green,dispensary,california,san-pedro,"25103 Vermont Ave, Harbor City, CA, 90710",NA,pog90502@yahoo.com,310-986-8298,,peace of green
97,47.2155,-122.474,,medical,north-west-best-alternative-medicine,dispensary,washington,tacomapierce-county,"4534 South Pine Street, Tacoma, WA, 98409",NA,gomez3303@gmail.com,(253) 627-02,,north west best alternative medicine
98,38.2673,-122.106,1,medical,speedy-weedy-rx-delivery,dispensary,california,vallejo,NA,www.speedyweedyrx.org,,NA,"February 17th, 2011 ",speedy weedy rx delivery
99,33.8557,-118.011,1,medical,advanced-holistic-healthcare,dispensary,california,north-oc,NA,ahhcollective.com,,NA,"March 7th, 2011 ",advanced holistic healthcare
100,34.1725,-118.363,,medical,smartcollective,dispensary,california,north-hollywood,"10651 Burbank Blvd (Between Willow Crest and Cartwright), North Hollywood, CA, 91601",NA,smartcollective@gmail.com,818-506-4420,,smartcollective
101,33.2458,-117.27,1,medical,greenxpress-delivery-best-meds-in-town,dispensary,california,north-county,,NA,,NA,"April 13th, 2011 ",greenxpress delivery best meds in town
102,47.4508,-122.827,,medical,mari-meds,dispensary,washington,kitsap,"23710 NE. State Route 3, Belfair, WA, 98528",NA,theoriginalbaldguy@yahoo.com,NA,"April 11th, 2011 ",mari meds
103,33.7874,-116.989,1,medical,mind-body-soul,dispensary,california,perris-hemet,,NA,theonemedicalsolutions@gmail.com,NA,"April 12th, 2011 ",mind body soul
104,33.7477,-117.846,,medical,access-oc-caregivers,dispensary,california,santa-ana,"1616 E. 4th St Suite #130, Santa Ana, CA, 92701",NA,accessocc@gmail.com,714-972-2000,,access oc caregivers
105,39.7379,-105.091,,medical,good-meds-lakewood,dispensary,colorado,south-denver,"8420 W Colfax Ave., Lakewood, CO, 80214",NA,info@goodmedsnetwork.com,NA,"April 26th, 2011 ",good meds lakewood
106,36.6902,-121.652,1,medical,greenstarwellness,dispensary,california,monterey-county,,NA,greenstarwellness@yahoo.com,NA,"April 20th, 2011 ",greenstarwellness
107,47.1919,-122.391,,medical,evergreen-medicinal-gardens,dispensary,washington,tacomapierce-county,"3421 Pacific Ave, Tacoma, WA, 98418",NA,ashleysmedicinalgarden@gmail.com,253-241-2613,,evergreen medicinal gardens
108,33.9438,-117.282,1,medical,mjms-moreno-valley,dispensary,california,moreno-valley,,NA,MJMedShop@Gmail.com,NA,"May 20th, 2011 ",mjms moreno valley
109,33.8814,-118.291,,medical,scpa420,dispensary,california,south-bay,"844 W Gardena Blvd., Gardena, CA, 90247",NA,SCPA420@gmail.com,1-323-544-77,,scpa420
110,33.8818,-117.82,1,medical,five-point-therapies,dispensary,california,north-oc,NA,www.fivepointtherapies.com,,NA,"October 3rd, 2013 ",five point therapies
111,47.5536,-122.281,,medical,green-magic-collection,dispensary,washington,seattleking-county,"5303 Rainier Ave So, Suite D, Seattle, WA, 98118",NA,greenmagic.collection@gmail.com,(206) 453-36,,green magic collection
112,37.7584,-122.199,1,medical,mj-holistics-2,dispensary,california,oakland,NA,www.mjholistics.org,,NA,"October 7th, 2013 ",mj holistics 2
113,34.1068,-117.41,1,medical,the-green-box-assoc-4,dispensary,california,rancho-cucamongafontana,,NA,,NA,"October 7th, 2013 ",the green box assoc 4
114,34.1972,-118.536,,medical,reseda-s-meds,dispensary,california,northridgechatsworth,"6951 Reseda Blvd, Reseda, CA, 91335",NA,resedasmeds@gmail.com,(818)344-366,,reseda s meds
115,38.6395,-121.356,1,medical,chocoturtle-meds,dispensary,california,sacramento,,NA,chocoturtle420@gmail.com,NA,"October 9th, 2013 ",chocoturtle meds
116,37.3504,-121.86,,medical,i-and-i-collective-2,dispensary,california,san-jose,"1530 Alum Rock ave, San Jose, CA, 95116",NA,iandicollectivealumrock@gmail.com,408-649-6925,,i and i collective 2
117,37.9978,-121.713,1,medical,hip-joynt-unlimited-2-2,dispensary,california,east-bay,NA,www.hipjoynt.com,,NA,"October 1st, 2013 ",hip joynt unlimited 2 2
118,35.3752,-119.006,,medical,healthy-life-center,dispensary,california,bakersfield,"239 18th Street, Bakersfield, California, 93301",NA,Hlc40718@gmail.com,661-237-9903,,healthy life center
119,34.0896,-118.376,,medical,west-hollywood-healing,dispensary,california,west-hollywood,"8464 Santa Monica Blvd, Los Angeles, CA, 90069",www.wehohealing.com,westhollywoodhealing@gmail.com,(323) 656-66,,west hollywood healing
120,34.2357,-118.523,1,medical,h2h-collective,dispensary,california,northridgechatsworth,,NA,,NA,"October 25th, 2013 ",h2h collective
121,34.4203,-119.711,1,medical,om-healing-collective-santa-barbara,dispensary,california,santa-barbara,NA,SantaBarbara420.com,,NA,"October 28th, 2013 ",om healing collective santa barbara
122,33.9902,-118.064,1,medical,married-to-jane,dispensary,california,santa-fe-springs,NA,www.marriedtojane.com,,NA,"October 23rd, 2013 ",married to jane
123,34.0893,-118.269,1,medical,communitycann,dispensary,california,downtown-la,NA,www.communitycann.com,,NA,"October 24th, 2013 ",communitycann
124,36.3201,-119.293,1,medical,green-bean-pharm-3,dispensary,california,visalia,,NA,greenbeanpharm@gmail.com,NA,"October 25th, 2013 ",green bean pharm 3
125,32.9168,-117.139,1,medical,tallflower-healing-delivery-north-inland,dispensary,california,north-inland,,NA,tallflower858@gmail.com,NA,"October 25th, 2013 ",tallflower healing delivery north inland
126,36.7869,-119.784,1,medical,fresno-kush-collective,dispensary,california,fresno,,NA,fresnokushcollective@gmail.com,NA,"October 24th, 2013 ",fresno kush collective
127,33.8583,-117.586,1,medical,the-candy-joint-corona,dispensary,california,coronanorco,,NA,thecandyjoint@gmail.com,NA,"October 29th, 2013 ",the candy joint corona
128,36.0269,-115.221,1,medical,702-farmers-market-north,dispensary,nevada,las-vegas,,NA,,NA,"November 15th, 2013 ",702 farmers market north
129,33.9173,-117.231,,medical,kush-kings-mv,dispensary,california,moreno-valley,"Alessandro Blvd, Moreno Valley, CA, 92553",www.mmjmenu.com,riversidecollectiveassociation@gmail.com,951-485-6480,,kush kings mv
130,32.2359,-110.905,,medical,the-prime-leaf,dispensary,arizona,tucson,"4120 E Speedway Blvd, Tucson, AZ, 85712",NA,ThePrimeLeaf@infinitebloom.com,520-207-2753,,the prime leaf
131,36.1593,-115.217,1,medical,the-herbal-caregivers-2,dispensary,nevada,north-las-vegas,,NA,thcofvegas@gmail.com,NA,"November 13th, 2013 ",the herbal caregivers 2
132,47.6058,-122.175,1,medical,danny-s-greenlight-delivery,dispensary,washington,eastside-seattle,NA,DANNYS GREENLIGHT DELIVERY,,NA,"November 13th, 2013 ",danny s greenlight delivery
133,33.7642,-118.169,1,medical,drive420-com-long-beach-ocean,dispensary,california,long-beach,NA,www.Drive420.com,,NA,"November 14th, 2013 ",drive420 com long beach ocean
134,38.7459,-121.27,1,medical,keep-it-green-delivery,dispensary,california,the-foothils-sacramento,,NA,keepitgreen44@yahoo.com,NA,"November 14th, 2013 ",keep it green delivery
135,45.4717,-122.579,,medical,bybee-wellness-center,dispensary,oregon,east-portland,"7035 S.E 82nd ave, Portland, Oregon, 97266",NA,Bybeewellnesscenter@yahoo.com,NA,"November 11th, 2013 ",bybee wellness center
136,34.1001,-118.291,,medical,holly-buds,dispensary,california,hollywood,"4644 Hollywood Blvd, Hollywood Los Angeles, CA, 90027",NA,hollybuds323@gmail.com,(323) 666-15,,holly buds
137,46.0677,-118.317,1,medical,grasshopper-delivery-walla-walla,dispensary,washington,yakimatri-cities,,NA,grasshopperdelivery@mail.com,NA,"December 2nd, 2013 ",grasshopper delivery walla walla
